Peak #,X,Y
61,22.05843088415452,133.645532442934
62,37.56151844811624,122.30967842719473
63,58.658347997386024,111.67359409985559
64,77.79182779160435,101.4681254679554
65,95.35699078474481,91.38282005846064
66,109.00901408377199,81.89230198549203
67,119.15579514346491,73.43106722977996
68,133.83404950857368,69.01443519968522
69,150.67956501120722,58.63317502089466
70,166.91612546649864,51.03995686960116
71,182.68262386685177,41.525283885407106
72,197.41454944156098,35.02001102220343
73,212.1456124132695,24.51500851284445
74,225.87508693089086,17.009817520568117
75,241.58125626200456,9.497336454923397
76,5.937842626488796,166.68514425586926
77,18.68258259471237,155.88477703796488
78,36.30305861478878,143.44160543322644
79,49.88058197239003,132.44412302690415
80,60.92490516888048,125.12101545542014
81,74.79881314054477,117.95812922560653
82,93.9153154584954,110.18156077628674
83,107.99036251975178,101.23747062790746
84,120.44241173302373,92.27695616051649
85,135.89393817280236,85.12744287836279
86,152.6868226890587,77.44171566953246
87,165.89383929330455,68.03994545178236
88,180.68125285464436,58.535260972936996
89,195.41452706431608,50.03001429280271
90,211.14562659899613,42.525012803157736
91,226.8750869306699,33.02019949060133
92,240.5640153518239,26.515008505021513
93,255.93856875710065,16.932959882910193
94,269.8738353804395,8.814392574943913
95,16.097650620991168,171.11318034877888
96,33.9570853188749,160.99210867260328
97,47.93332414815144,150.33479655028603
98,62.68649242783078,141.37906191711332
99,76.32746513948568,136.568099081909
100,91.9712213244292,127.99620268814809
101,106.9776422265753,118.10555644331833
102,122.57007723815344,110.096534294793
103,136.13324223826075,101.65196937797708
104,153.02486462298123,93.44171048543728
105,165.91695159427078,85.03980492087678
106,182.68128294603986,76.54479614838324
107,196.41451796175983,67.04003681199409
108,212.1456445785326,58.53501737345681
109,224.87613244069578,51.03021990464776
110,240.58125625933874,41.5326805754125
111,255.93856875704648,35.09705712733436
112,269.0978467606316,26.51500850500121
113,283.12065182951443,16.46244561772288
114,298.53220149655976,5.409882730445698
115,3.9369603259718637,190.51367451820548
116,15.097632482372806,184.09512778561304
117,31.762950254165457,177.6046032038583
118,47.630295736641024,168.98450815326726
119,63.18967086549158,161.2034303108824
120,79.9997582734619,152.71237122858352
121,94.77204373781983,147.16023442449566
122,107.17141076088274,139.41802886250693
123,122.57091030758907,127.2807961374238
124,137.42418777182536,118.1077297963449
125,153.1934884758724,110.54536253486484
126,167.9452329685046,101.05691337771987
127,181.68397611015268,93.55663717748311
128,195.41540829312856,85.05204695881844
129,210.14581021822352,76.54585195643007
130,225.8766585575374,68.04018282878522
131,239.6019018588745,58.53843917691992
132,256.19164222063444,51.1150424549685
133,268.8738353801388,43.2156244360404
134,281.1206518295132,34.567571392280215
135,299.53220149655976,24.515008505000075
136,316.94375116360516,14.46244561772287
137,329.1905676126807,8.814392574944328
138,5.106748255542457,209.8919541355106
139,17.68264192160991,202.25321200728595
140,33.95669640025121,195.2067591743101
141,48.60816500350952,186.21500264587561
142,64.35297351746047,178.5043564632297
143,81.70577426994925,170.16108716019252
144,99.4665340305222,164.5806827611766
145,109.3662179424924,160.54220063214134
146,120.46098877340177,148.74520491477017
147,137.9822366211372,138.0381015988908
148,153.19402923505885,126.70124327191411
149,166.96650615561688,120.11219447886579
150,180.70990628650765,109.599676237919
151,197.44359951732588,101.11144551920563
152,211.15449775471907,94.59083966990282
153,226.87673664822253,86.05914210940506
154,241.60718408214547,76.54627310339038
155,254.31898287946743,67.0592168231082
156,268.8031128541006,59.8432033245246
157,282.8150241278252,52.737958259220136
158,298.53220149655783,45.62013427955695
159,315.9437511636054,34.56757139227727
160,330.96655623250484,25.515008505009206
161,344.1258342369206,16.932959883470176
162,358.48314674731677,7.497336467465795
163,6.445847147517492,230.34148170485875
164,21.065973455250234,220.50963786538333
165,36.33347638225618,215.4894750130061
166,47.924611669522555,205.84837490248873
167,62.883141147659074,197.0216015857968
168,80.7285792906447,186.1979037607199
169,99.71107445438687,176.6961803907003
170,120.42746287423547,168.36052331514415
171,135.78576252365497,157.66403626392645
172,151.01824457324145,144.56540735429726
173,167.1302210109289,137.6369334862264
174,180.87905320359144,126.91586335351994
175,197.761564258199,120.51674941145427
176,212.32270279992804,110.0807037824804
177,226.87671659614386,101.2868074079116
178,241.59895933309537,92.59082852918556
179,255.3370511668925,86.05338186972847
180,269.0480843875608,76.58299735409693
181,283.66765703801974,67.4252519104914
182,299.53220149585775,59.91624036586484
183,316.24937886452403,52.73795825788623
184,331.19056761289653,43.21562443510879
185,344.1258342539084,33.097057134743004
186,358.5003881753418,25.515008816105397
187,372.189321528409,17.00982193932788
188,388.91879623542553,7.505026924046138
189,6.464632048379897,245.15534419598436
190,21.39937300663242,236.76756778828113
191,36.94458790770196,231.61235839399558
192,50.123516549301776,225.24255562216044
193,61.77176447796203,214.00623206772255
194,79.20708917631143,205.46809853629995
195,96.93603967128197,193.104862571356
196,113.39477013987472,181.19012821506894
197,132.9976754940515,175.62357989645676
198,152.5123653746333,165.2801461910545
199,168.05701550771985,156.57906437058384
200,183.20723172898894,147.54008524665505
201,197.83153172137256,137.5154608462627
202,213.43121646225123,130.90299864812224
203,224.8754166309502,121.91344045263953
204,239.42987707841783,112.07868895328842
205,255.30969539415926,101.11063584504784
206,270.0680328278219,93.55831809633744
207,283.7944456177312,85.07688316955104
208,298.53220139610573,75.71507623094622
209,315.3967457428647,67.42525161561937
210,328.2612899905874,58.843202993477945
211,342.87276087203827,52.115042350053486
212,359.48315325429235,41.53268306964415
213,373.18942581178186,34.02026287538497
214,387.91943996032415,25.515570547802334
215,401.6512182595775,17.011791002898907
216,417.3840258620776,8.507300318180354
217,5.137498013340931,261.44231043431495
218,23.166822413924343,251.72211620395345
219,37.112428499697,243.40539045875886
220,60.994566255380136,230.91112080684238
221,80.01504201544435,223.29602370036034
222,96.71930030631512,214.5020256075231
223,113.49905905956386,201.17652119970614
224,126.4617284246731,192.7344467645346
225,134.1406478549086,191.48005157562284
226,151.3800621045567,183.6272942612999
227,168.4622678677759,172.20610769297377
228,182.15305521957993,164.75636160229885
229,197.73538303274546,156.40570903270148
230,213.36368809311037,147.06851124297063
231,225.8500018509405,139.2332597097622
232,240.2923940810981,130.85286551969972
233,255.9830472317663,120.48093981595856
234,271.043433241154,111.59060316650591
235,283.8003386783001,102.06120282333946
236,299.5321960296817,94.56186038115104
237,313.26993778892285,86.07686069278631
238,328.01629457068606,75.58295572143547
239,342.7454108024136,68.05918866042698
240,359.4625294089077,60.53843787204545
241,373.1890817015256,50.03050027325011
242,403.6764527675436,33.04557637093386
243,418.41235552408375,26.565350147658833
244,432.1793130448737,18.04581140590303
245,447.3769312090051,7.616869964383781
246,3.9377473344261436,279.63971537774563
247,21.673100388876755,269.18027418237153
248,36.67064578425145,260.8066722885629
249,50.32696861313761,250.99666455647522
250,60.34557728519955,243.61299544813247
251,80.17303659002523,239.06303527883287
252,96.92243070183383,234.87129606757873
253,110.29948474796288,226.34555567294674
254,127.29909125748523,211.99305836625467
255,148.45860521450322,200.88776133571105
256,166.25099745055152,188.24111614984633
257,195.57672128989924,170.7866550436796
258,214.1238948789264,159.67980075435526
259,237.02512031603717,146.6550504333838
260,252.7439062725074,137.00097718517299
261,269.873649314578,128.68841624727526
262,285.7932030449922,118.07458596859014
263,300.532091741139,109.56516773967452
264,314.263414769062,101.06064118976109
265,329.99504732289444,94.55653638225637
266,344.7264706169202,85.05134536461962
267,358.4571052057476,75.54543005633788
268,374.1899496864926,69.04031066551413
269,386.95419477005424,59.54523976881088
270,403.84623015983,51.14338442074831
271,418.7376220700408,43.93565345265231
272,432.3254024331256,33.523436593321925
273,447.37693173119806,24.63903415265215
274,463.19492201051753,16.045815823859094
275,480.87838781381157,10.57048549412054
276,5.909546138992438,301.77293070249647
277,22.393189677428218,290.67436920989985
278,36.681214006828036,280.24004801172765
279,48.87178765894687,270.6327960851636
280,64.46193509503723,262.67143779192804
281,81.22303541343706,254.5598993681625
282,99.96687159566655,245.5956572549931
283,119.76965182811992,230.52390357236217
284,138.93479233046196,216.682271338608
285,163.38526633223228,202.89551277689444
286,182.13987048391985,194.39653193661647
287,194.27721693797037,188.03627873262403
288,210.82210321455722,179.17422760182552
289,225.16498627300982,166.58968708286218
290,237.96988973808826,159.59297596543186
291,253.7085582748373,153.09385696170563
292,268.53708430400076,143.68982475632174
293,285.76586005816176,136.0911231012367
294,299.5314000015035,126.5754450573889
295,313.2632878733429,119.0700301168866
296,329.99439302473877,109.56503049002293
297,344.7254961657555,103.06003997522947
298,357.45661406790884,92.55501982162099
299,373.18987148468716,84.04975717144352
300,387.9771781663541,76.54500873350639
301,402.18365538771934,67.14273969503421
302,417.97595741256754,59.45576635489883
303,447.0395064184051,44.25327509437599
304,480.85068770216407,22.502749720230103
305,501.1945200713257,9.570548876687369
306,3.9115647539927547,317.0706236035814
307,19.68949175799403,308.8883626119725
308,37.07008510039778,297.40063000010514
309,52.0300882097319,290.9238327619335
310,65.26424555100752,282.30088049690806
311,81.358254506814,271.37223545529275
312,97.16918320788356,261.12315664043604
313,115.14135328356267,246.93871172098858
314,135.56396514689953,235.93784291256503
315,151.20954429772695,222.3358504367001
316,163.42469168083878,218.51805927438605
317,182.1420400115585,209.67456790666375
318,199.1098115072287,204.95797646927267
319,210.69069485595517,197.31757669297536
320,223.027624917781,188.44283044707865
321,237.88644110314655,177.7427420497234
322,253.741863433741,170.23038460128706
323,269.5653905350566,161.54395296681116
324,284.75286006539864,153.12759337178161
325,299.53087235351796,143.59642110040147
326,315.2632617106504,135.08169349281815
327,328.994375767587,128.57516269545437
328,342.7254769557342,118.07001632086278
329,357.45657681542554,110.56500670156169
330,374.18847348708294,102.05972768577323
331,388.95418990303915,94.54477913453496
332,420.0105045782362,77.54500408714
333,434.6866233845738,71.10286365798251
334,446.869728939878,63.63627513259917
335,459.61611831113163,51.896630209130635
336,478.2721222224597,40.66323350563976
337,492.0364284747328,30.944326937432
338,501.22292179622826,24.50303074286136
339,518.8857828086791,17.050380788686734
340,535.7224424945458,7.642442477450313
341,3.9111011256038566,331.86629352149316
342,19.811410714503182,324.5679385225415
343,35.16935827020783,314.8790286520727
344,52.841539666565865,305.22779255080815
345,66.49932157528063,300.6806639358611
346,79.4575941980312,291.88969810978807
347,94.043413239422,281.04738384966146
348,107.98121351436887,268.87146212114203
349,117.88105446267275,262.0947354426554
350,132.26500251430332,254.0020120444472
351,151.95439243151486,245.33162904544812
352,164.39043153811227,235.31284225345527
353,182.48341780801752,228.45318339229468
354,200.24153413948352,219.437687268199
355,221.09586859222253,204.83489729220852
356,237.82001444473013,196.99801505297702
357,255.97704521897955,186.90779139115338
358,269.2294556193333,178.90677980399647
359,284.9699834848897,170.6285290944072
360,300.55842214941964,161.87122092427816
361,315.26256152755224,153.16019243351596
362,329.99341914862055,143.595675814914
363,343.72531301143374,136.08087777261585
364,358.45658487671227,127.57507816160054
365,374.18778152051516,119.069973749121
366,388.92666206856643,111.5604504744682
367,402.8462235033717,102.9466307101916
368,434.6859944784993,82.98656897078162
369,459.03170809589716,71.0531066886333
370,475.923794312782,58.952443713224305
371,492.03645752233336,50.41515146060991
372,505.8028829454055,39.66349506195697
373,518.1169353277253,34.62313800604643
374,534.8921690135835,26.752370118751095
375,549.2486052710375,17.45599036280314
376,563.8657858163301,10.019217605189676
377,3.9111157911425387,349.7124697466658
378,18.657444009524827,340.2244849960639
379,35.592980900342305,332.62237503898564
380,51.72618724577302,322.29121308325443
381,67.47569491776049,313.6363627333003
382,93.54692430484798,300.2230451571182
383,110.0064618959983,291.09441662635624
384,120.07079874527709,283.1122493181907
385,134.22558305994113,272.06520980007883
386,150.1269257649936,264.5867487871055
387,167.65153414614284,253.57469134275715
388,180.65191054002543,244.7890856443314
389,197.51555468014715,235.709359035361
390,211.0679110403002,226.44303838048842
391,222.2215248811351,219.00132825115293
392,238.84177612508267,212.39651545360297
393,254.196862132743,202.95019254519335
394,271.64257943311367,196.37443343664924
395,286.30795777947657,188.46669494542513
396,299.8588452164133,180.83698552605753
397,315.21625397714024,170.06233341208693
398,329.95347694989266,162.82454754823067
399,343.7164937414687,152.12031958183724
400,358.4570766229217,145.58857394249017
401,373.18852633168217,137.08208169909796
402,387.91956524482,128.57528981335236
403,401.67642308120077,120.04456176674192
404,417.7368098334358,110.1540894964404
405,432.42681777334906,100.78274448400798
406,446.84328612785623,90.42818990540016
407,458.00400838405716,82.98486189371759
408,473.74435751905617,77.51099250986556
409,491.03733015206376,67.02076880488596
410,507.15142024279993,59.953032106299474
411,520.5151013675187,51.89678416461639
412,535.5659726199957,43.3557508799321
413,550.3152279008358,34.429030109263
414,564.8893075637703,27.738997895422237
415,579.3954786734209,18.762948148631576
416,593.976991863036,8.00650634037501
417,3.9182723632216723,364.71966692326646
418,20.668852575280113,358.2356645564125
419,34.431221705661486,347.73184055068924
420,50.504997000839865,339.8364639219441
421,66.35445937873914,328.53616511153893
422,78.11904779193735,318.35967990124715
423,90.50498039846849,311.1779894176255
424,109.97258744581731,305.1078051794032
425,134.49524532719948,291.7836006142344
426,151.4031431982634,280.43797566153773
427,167.70559623108582,271.22084753195344
428,181.67290269291087,262.5582895760333
429,195.57192221859134,254.61496068888746
430,211.13169264264954,243.82136706658613
431,224.33576329811052,235.85061750145968
432,239.16268483724824,228.22258847493137
433,253.44483364641383,218.38143974383686
434,273.78634355704475,210.39359140007753
435,288.0445277882703,206.95206338160563
436,301.9680542202983,201.57976519636392
437,312.5310487570283,192.23370177138062
438,327.2263742790196,179.91937300101475
439,342.56229473944455,169.30924960859414
440,357.4640406108978,161.64665641866512
441,373.21581677434,154.14206441776727
442,387.92760653955145,145.62080474911042
443,402.65116701053165,135.08734903860562
444,417.4099882519871,128.52525408284617
445,431.2899865715878,117.55638520162131
446,447.8439408276656,108.72364491669204
447,461.2681689180763,99.78700048352228
448,474.7726822617153,92.64875165851443
449,492.06626640345524,83.88657140186687
450,509.3407627077178,77.54650999272279
451,525.0774056754328,70.05402586104837
452,534.7350870842029,64.53542659465532
453,552.1588108416955,53.29122344222631
454,567.9975184097801,45.49592811724534
455,577.6449524306448,36.87239543289979
456,592.8860899342021,27.171267294810043
457,608.5480659902398,18.38381386436958
458,624.6491919601626,8.530496541064164
459,3.945796796854639,381.73523854498086
460,20.83788916549174,373.3333679858546
461,34.732003939454884,366.123941376704
462,49.369417357095166,356.67320339927045
463,65.54764815697538,347.52066620641597
464,81.17952903439003,340.2903704389344
465,93.65361987894647,332.28702041592214
466,106.74943317373598,320.82661087571455
467,121.03939132978138,309.9343979450585
468,132.80007023998743,303.1165864853588
469,149.56868875636164,297.6557790589704
470,166.4366037588878,289.29327070145155
471,180.678526600171,280.72202613759066
472,196.46515572729524,272.1689472242893
473,211.321570583107,262.55583174575344
474,225.71390752368808,255.11197238015424
475,238.6487475561373,245.7434300329776
476,252.72391225173496,237.63092319946716
477,270.889972530471,225.73731115015576
478,290.63275163285266,218.8707916960977
479,313.968780388081,208.3080852751535
480,326.1726471373768,199.60805051065674
481,342.58331845543336,186.22851886377492
482,359.60354144709527,179.70847132481111
483,374.5329645952867,170.52771550258376
484,387.0954342700013,161.10907536097665
485,401.6495069439784,154.3159192793031
486,417.372918382847,143.61849879193875
487,432.1200760092643,136.0462340496693
488,446.84532910692707,127.34858891290372
489,462.4318632295057,117.56655124975194
490,475.15453221128627,111.26317731410273
491,491.4001788235385,102.2486164864572
492,508.53142501105077,93.16228226172366
493,523.1065529795395,82.25708951530767
494,547.9433800440921,68.20331625560613
495,564.3808011151766,59.441090660686214
496,591.5739241383527,43.245215724566776
497,606.7637130465708,34.30730620246723
498,624.4772358510387,26.603327416945778
499,639.9096173847723,16.92415410786296
500,654.902110083021,9.618921613997486
501,4.968786046968269,399.73495002463557
502,21.175294464196817,391.33274193036897
503,36.968463470855674,383.645570448766
504,49.45547875617509,376.4853453833229
505,63.37947693948499,366.41928098167335
506,81.0240616940741,358.4991240288639
507,96.70394383225712,351.26532311725765
508,107.86213035137874,342.4195499063583
509,120.25768488914558,333.03175427575485
510,134.79137710537432,322.3243793024626
511,150.63535579693036,312.8091756898391
512,167.61512052181723,306.1984783037316
513,182.98329472858242,298.0894161753763
514,195.6487127690114,290.68442213537674
515,210.67476875881465,280.9878617956425
516,227.32026734174065,274.1611022561741
517,241.87085126358596,266.5707883487845
518,252.86196804203382,259.63468465980327
519,270.24798862911445,245.7385560329959
520,288.71390242524586,234.14178347164258
521,300.72165381611495,224.15120443519763
522,313.3892372900711,218.3948475059153
523,340.04121058172007,207.7336310757011
524,360.37496940196525,195.16754394014336
525,374.7615360473742,188.27192296092537
526,389.19698221453694,179.89755695895573
527,402.6274777025298,172.906718663318
528,418.1987351989813,162.0897842290143
529,433.08373938326116,153.13675566152227
530,446.84537929291355,144.57895654364242
531,460.62470345019057,137.04626089400054
532,477.81293990404646,127.62770244051578
533,493.66674583662234,120.95006952518533
534,507.62578167230185,112.53932410039694
535,521.1688565219537,102.03382971513658
536,536.25613227449,91.42990335195245
537,547.7075023107287,83.8564640491402
538,563.9870759307951,73.54063076219218
539,576.8468943124872,66.16597941021497
540,591.572015788385,58.50770702755077
541,607.2782065833462,51.273803909832104
542,623.338328081148,43.58816974450061
543,637.5985472027985,32.97505922683579
544,656.2128215937289,23.734078316465073
545,672.5354962770482,14.818113938293852
546,5.945763635474834,415.729841825444
547,21.17538898451267,407.1368749650736
548,38.002622295102,398.7350397536276
549,52.68773963580694,394.2895869778992
550,64.03726861709555,386.74013540170034
551,78.86058330412071,374.5756986834906
552,95.53805515233863,365.04976560442566
553,120.20567676570786,349.5760323273894
554,135.75354274009214,339.676515133115
555,151.75253732681125,330.4662816864193
556,168.29302324751072,324.2348743927734
557,182.24606246596295,316.62548088772854
558,196.76146044396185,308.46064977339313
559,212.67274372438015,298.4149166981528
560,228.2862704700553,289.6793242660315
561,243.90223912322028,284.0164937394228
562,253.70967285439028,276.4584110231431
563,268.55908029225134,268.81825439052113
564,287.2738462848361,257.5290459167796
565,301.6948690749581,243.29704295364033
566,313.62328264529185,233.85529202806694
567,327.33683551756104,227.7148295093214
568,341.68910865315667,223.9147343057241
569,359.5607410637764,215.95373480939313
570,376.63846457422625,206.08593562360866
571,392.0505498510986,197.0675913343303
572,401.2449247063015,190.8990680854195
573,416.916630785033,181.48021512694876
574,432.76716433820076,171.3858134447761
575,445.84802824930625,162.63117672668187
576,462.63847946855157,153.1296415255884
577,476.8499898147117,144.51637459855874
578,492.72530275751126,135.08733909551208
579,508.8207125230596,129.6565268263423
580,521.0147121941416,124.2664235562825
581,536.2310018303033,114.17939823532926
582,549.3194181934508,101.98428823020656
583,563.0515749554472,91.68687525745825
584,579.571569210699,84.87719883472309
585,592.2798214529454,77.5012421917341
586,608.2552697640119,69.46443180931644
587,624.8305773239232,61.080891875709945
588,637.7158022947857,51.621662941482825
589,654.13516692118,42.55879067310647
590,672.6099371663929,33.04317628037006
591,683.1372432398974,25.377844672894277
592,692.2940574372158,19.135577830717576
593,707.1701192874773,9.280564587361331
594,4.9168361774419385,433.61149596969335
595,19.842791236572825,426.1162254911188
596,36.96835710986057,415.8235061451522
597,51.68180968169228,407.17688816508286
598,75.373081906718,392.8926647506087
599,92.08608896324516,381.4093900599669
600,107.93434673749556,369.2911332360715
601,118.30276449311195,362.7805769366804
602,136.00718776703394,356.3960868888719
603,150.82370893490022,350.0246650013748
604,168.48922559261413,339.3258414220593
605,183.31838206007677,330.8473593926516
606,199.9884651397614,324.3347777966025
607,212.31029241533378,317.7314567680068
608,226.00987916907346,307.4659927335441
609,242.5628732259692,296.7575450533292
610,265.37641543253966,283.53787692900346
611,283.04724008140494,274.67800454306723
612,299.584831762665,265.1463826060961
613,315.33901244787825,255.39644034076866
614,331.10546112246533,245.79627278069225
615,345.4629136551742,240.13042623750525
616,360.9348935518825,234.1520474878389
617,374.22746938163124,224.89323810757034
618,390.635393953858,213.8079772898472
619,413.6754495078809,195.21842538520374
620,430.55149679393094,185.7197891703535
621,447.9543137814457,178.55451085345354
622,460.9448812791773,171.494069616517
623,476.6900505116331,161.00178290019434
624,492.6940744905016,151.4133963208565
625,509.7291758853098,143.51611623540515
626,535.229944011276,129.81125280858353
627,549.4452794074859,122.26473370091622
628,561.8367322667709,112.50809767597241
629,578.9158292633035,103.15859930252472
630,595.4730038873282,92.38601507175912
631,610.3289312283464,84.79821481695276
632,624.2437909247278,77.77020284051864
633,638.8188161932784,71.60974505519214
634,653.4303266235289,62.04246542800371
635,669.5782867854756,50.50939134208339
636,684.5763194241176,38.60603633500789
637,706.2778562736493,29.368454777498684
638,725.1294943944405,17.724321726739085
639,745.725637497968,7.1634500964212995
640,4.893293335513853,449.51834992354827
641,18.780389026425304,440.89999908023947
642,33.745249308778426,432.3165546495927
643,49.42283305347411,422.9728132339002
644,64.85119894220895,412.61964132319855
645,76.0611772543529,407.13762439730436
646,91.9784192761125,398.2755507972996
647,107.78926275321567,390.6750902558605
648,121.77175307438971,380.7899828546339
649,136.26141907162128,372.7479072128218
650,153.09319307563663,367.19698042156483
651,166.38842515444068,357.86427517775036
652,183.35616959340985,348.39687072424096
653,199.97104195355243,338.43059600265343
654,222.41617658663128,325.86835714280454
655,239.32932823916974,313.7305010350144
656,254.49539234724637,300.96662488768
657,266.368890619118,294.77366236476206
658,282.3990734493119,289.16110849228045
659,299.37294078348447,282.0154641137696
660,314.4336798312937,271.19715579307086
661,334.398384898553,263.21352628988706
662,349.00790511193554,257.0476736651939
663,362.70585863957643,251.13619843729452
664,386.0330322770375,230.92704617296368
665,398.3815490229563,218.8236730186454
666,410.15475880261374,210.2893142620439
667,430.3535669080436,201.19881142593056
668,447.8096982344678,194.44332556751553
669,464.3494265793538,188.9234362302787
670,478.72591179334637,179.91893026932823
671,491.6246852024394,172.69696240231963
672,506.4559845453232,161.17162091215022
673,522.2524218296841,149.21993598468893
674,536.2281903662218,139.67842653432882
675,561.6395129283493,129.65544103668924
676,577.8089931629008,119.96074358111943
677,593.4888613464848,109.559371636513
678,612.4178628944092,103.00262122240008
679,626.1453637731562,95.18990502617798
680,639.110921983599,87.26591161048013
681,656.1263064312591,79.69098544864728
682,667.1859122639173,70.8291634563291
683,681.7038333134706,58.76836700225096
684,695.3983678012779,48.43191376595557
685,707.0019653486547,41.6679200423488
686,722.9380248217942,36.75679337515542
687,745.4189580483336,24.8918385443001
688,757.735110427262,14.70562357519616
689,4.879240438765441,465.80089640654893
690,19.584195232497464,457.7055263511593
691,34.648420068768274,451.47633884216845
692,49.30116288194648,441.74174396429885
693,63.856694362334196,430.91695286628686
694,76.32658159804124,422.9835663457735
695,90.94968678637576,414.8471160850363
696,108.12589414336044,408.16572915066985
697,124.41554753351768,398.89442870009054
698,136.65756380930216,391.6453553811165
699,152.60937015868615,382.1658507313967
700,167.9523518484471,374.38787614910376
701,181.50534302674504,368.1041987367707
702,196.70170384688947,356.07164629249826
703,210.04598756568927,345.04063845597136
704,223.05979816273552,337.3273680414716
705,236.6119202437366,332.2369186232277
706,251.31476137183603,319.83304478166644
707,269.52694557831325,308.51138218112345
708,283.0915758014758,304.6491703647628
709,300.49277868465214,296.42381130035426
710,314.18826477772524,289.28295781821765
711,333.25535992055023,280.83624162190955
712,351.23910698018324,272.81950991191934
713,367.30156397167104,254.29342785420462
714,381.514581161703,246.42389762094436
715,398.8897589699874,235.91482297532627
716,411.8890524710315,229.74068178916045
717,429.57917668535976,219.24512076553228
718,448.69506897230434,212.3656037148769
719,465.2436531817331,203.256882618932
720,480.31993363958736,198.26809332963882
721,492.84775160374033,190.8111775749988
722,507.383862817955,180.69644178735362
723,522.8068683142573,170.76550573040097
724,536.1928474815375,159.70491018070777
725,550.1836429175721,149.16422701900774
726,559.7240240555899,143.4794981945655
727,577.7755617989319,135.0854947709324
728,594.9669041073039,128.66775613442337
729,610.3675185632494,119.33943624587764
730,625.401032289974,107.18275490831502
731,651.1763040226609,91.34677993543146
732,679.691067234604,80.28823417320103
733,695.7338877028932,69.81098190609148
734,711.1934405191037,58.19612159466124
735,726.3102780859183,52.51161185111048
736,741.3740656038265,43.937012853675846
737,756.820947034572,35.04067824946954
738,770.1780548089148,22.675817297951415
739,783.1682016746585,12.807913315084495
740,798.3939338493933,8.291208720026422
741,5.463935778408027,486.3110943295538
742,22.853292239731466,474.7318903365812
743,35.73440246265647,468.8321395141765
744,48.25224640411161,458.41973240825985
745,62.87646657734631,450.5970045253356
746,77.51028445591521,441.7972034221865
747,92.2944125429932,434.40187998974415
748,108.84101422583689,424.3243719466079
749,125.6729006158573,416.5560325699131
750,138.13577773484116,410.25317805665196
751,152.37856674405884,402.01111013582056
752,168.5488647448655,394.44780627228147
753,183.65351191693372,386.25278847198246
754,197.7097010369878,378.2395078996225
755,210.76899849875738,366.75796474065226
756,223.20710521995179,354.78950645727315
757,237.9246684685271,348.6353473589097
758,252.30923668770777,341.57489900107976
759,271.1839773188084,330.6126764854785
760,287.3146301661418,322.78376589085246
761,301.981540603845,313.2726581393067
762,315.68302777096386,305.9220734973813
763,329.6051923571581,296.48258084253484
764,348.86118627038144,286.2876211875934
765,367.0205828135384,270.34278235353656
766,382.37733992213884,262.26375856838166
767,400.1532538287011,255.40472026687797
768,414.8606871283272,247.54052162196552
769,432.18842733809004,241.7431052136665
770,450.186074339409,231.305982734893
771,466.05019778472604,222.70251545083667
772,480.6902011657401,213.16350601349495
773,504.14387911294153,198.18574134976546
774,523.5997045724231,190.87573160131646
775,533.89362720305,182.24449114162238
776,547.2618677098104,169.19784918755863
777,563.8365690909106,158.62437578571644
778,576.8247953695384,153.18408537757028
779,593.125625526323,145.56734962007488
780,610.7596089774148,137.54377203836273
